#TYPE Selected.System.Management.Automation.PSCustomObject,,,,,,,,,,,,,,,,,,,,,,,
SOM,SOMPath,SortOrder,Depth,Name,Description,GUID,GPOPath,LinkEnabled,Enforced,Precedence,BlockInheritance,LinksTO,CreationTime,ModificationTime,GpoStatus,Owner,ComputerSettings,ComputerVersion,UserSettings,UserVersion,WMIFilter,DACL,SACL
test,"DC=test,DC=com",0,0,Default Domain Policy,,31b2f340-016d-11d2-945f-00c04fb984f9,"cn={31b2f340-016d-11d2-945f-00c04fb984f9},cn=policies,cn=system,DC=test,DC=com",TRUE,FALSE,1,FALSE,test.com,5/23/2018 8:47:15 AM,5/23/2018 9:53:33 AM,AllSettingsEnabled,TEST\Domain Admins,Modified,DSVersion: 3;SysVolVersion: 3,Modified,DSVersion: 0;SysVolVersion: 0,,"

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : Descendents
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : CREATOR OWNER
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : InheritOnly

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : GenericRead
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : GenericRead
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\Authenticated Users
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\SYSTEM
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, Self, WriteProperty, GenericRead, WriteDacl, WriteOwner
InheritanceType         : None
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Domain Admins
IsInherited             : False
InheritanceFlags        : None
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : Descendents
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Domain Admins
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : InheritOnly

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, Self, WriteProperty, GenericRead, WriteDacl, WriteOwner
InheritanceType         : None
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Domain Admins
IsInherited             : False
InheritanceFlags        : None
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : Descendents
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Enterprise Admins
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : InheritOnly

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, Self, WriteProperty, GenericRead, WriteDacl, WriteOwner
InheritanceType         : None
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Enterprise Admins
IsInherited             : False
InheritanceFlags        : None
PropagationFlags        : None

objectTypeName          : Apply-Group-Policy
inheritedObjectTypeName : 
ActiveDirectoryRights   : ExtendedRight
InheritanceType         : All
ObjectType              : edacfd8f-ffb3-11d1-b41d-00a0c968f939
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : ObjectAceTypePresent
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\Authenticated Users
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None



","

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty, WriteDacl
Inheritance Flags       : ContainerInherit
Object Flags            : InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : 00000000-0000-0000-0000-000000000000
Inherited ObjectType    : f30e3bc2-9ff0-11d1-b603-0000f80367c1
Inheritance Type        : All
Identity Reference      : Everyone
Access Control Type     : 

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty
Inheritance Flags       : ContainerInherit
Object Flags            : ObjectAceTypePresent, InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : f30e3bbe-9ff0-11d1-b603-0000f80367c1
Inherited ObjectType    : bf967aa5-0de6-11d0-a285-00aa003049e2
Inheritance Type        : Descendents
Identity Reference      : Everyone
Access Control Type     : 

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty
Inheritance Flags       : ContainerInherit
Object Flags            : ObjectAceTypePresent, InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : f30e3bbf-9ff0-11d1-b603-0000f80367c1
Inherited ObjectType    : bf967aa5-0de6-11d0-a285-00aa003049e2
Inheritance Type        : Descendents
Identity Reference      : Everyone
Access Control Type     : 



"
_____Chennai,"OU=Chennai,DC=test,DC=com",1,1,ChennaiWallpaperChangeGPO,Hey This is test description ,090b3fd7-f9a5-4f03-9a9b-021dd0f45c8a,"cn={090b3fd7-f9a5-4f03-9a9b-021dd0f45c8a},cn=policies,cn=system,DC=test,DC=com",TRUE,TRUE,1,FALSE,test.com/Chennai,5/30/2018 2:47:14 AM,5/30/2018 2:47:14 AM,AllSettingsEnabled,TEST\Domain Admins,NeverModified,DSVersion: 0;SysVolVersion: 0,Modified,DSVersion: 0;SysVolVersion: 0,,"

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : Descendents
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : CREATOR OWNER
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : InheritOnly

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : GenericRead
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : GenericRead
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\Authenticated Users
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\SYSTEM
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Domain Admins
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Enterprise Admins
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : Apply-Group-Policy
inheritedObjectTypeName : 
ActiveDirectoryRights   : ExtendedRight
InheritanceType         : All
ObjectType              : edacfd8f-ffb3-11d1-b41d-00a0c968f939
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : ObjectAceTypePresent
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\Authenticated Users
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None



","

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty, WriteDacl
Inheritance Flags       : ContainerInherit
Object Flags            : InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : 00000000-0000-0000-0000-000000000000
Inherited ObjectType    : f30e3bc2-9ff0-11d1-b603-0000f80367c1
Inheritance Type        : All
Identity Reference      : Everyone
Access Control Type     : 

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty
Inheritance Flags       : ContainerInherit
Object Flags            : ObjectAceTypePresent, InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : f30e3bbe-9ff0-11d1-b603-0000f80367c1
Inherited ObjectType    : bf967aa5-0de6-11d0-a285-00aa003049e2
Inheritance Type        : Descendents
Identity Reference      : Everyone
Access Control Type     : 

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty
Inheritance Flags       : ContainerInherit
Object Flags            : ObjectAceTypePresent, InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : f30e3bbf-9ff0-11d1-b603-0000f80367c1
Inherited ObjectType    : bf967aa5-0de6-11d0-a285-00aa003049e2
Inheritance Type        : Descendents
Identity Reference      : Everyone
Access Control Type     : 



"
_____Chennai,"OU=Chennai,DC=test,DC=com",1,1,FInanceGPO,,8e5fba39-356a-4b98-9e6a-0fb7ea0edf9e,"cn={8e5fba39-356a-4b98-9e6a-0fb7ea0edf9e},cn=policies,cn=system,DC=test,DC=com",TRUE,FALSE,2,FALSE,System.Object[],5/29/2018 11:11:20 PM,5/29/2018 11:11:20 PM,AllSettingsEnabled,TEST\Domain Admins,NeverModified,DSVersion: 0;SysVolVersion: 0,Modified,DSVersion: 0;SysVolVersion: 0,,"

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : Descendents
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : CREATOR OWNER
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : InheritOnly

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : GenericRead
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : GenericRead
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\Authenticated Users
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\SYSTEM
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Domain Admins
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Enterprise Admins
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : Apply-Group-Policy
inheritedObjectTypeName : 
ActiveDirectoryRights   : ExtendedRight
InheritanceType         : All
ObjectType              : edacfd8f-ffb3-11d1-b41d-00a0c968f939
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : ObjectAceTypePresent
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\Authenticated Users
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None



","

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty, WriteDacl
Inheritance Flags       : ContainerInherit
Object Flags            : InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : 00000000-0000-0000-0000-000000000000
Inherited ObjectType    : f30e3bc2-9ff0-11d1-b603-0000f80367c1
Inheritance Type        : All
Identity Reference      : Everyone
Access Control Type     : 

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty
Inheritance Flags       : ContainerInherit
Object Flags            : ObjectAceTypePresent, InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : f30e3bbe-9ff0-11d1-b603-0000f80367c1
Inherited ObjectType    : bf967aa5-0de6-11d0-a285-00aa003049e2
Inheritance Type        : Descendents
Identity Reference      : Everyone
Access Control Type     : 

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty
Inheritance Flags       : ContainerInherit
Object Flags            : ObjectAceTypePresent, InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : f30e3bbf-9ff0-11d1-b603-0000f80367c1
Inherited ObjectType    : bf967aa5-0de6-11d0-a285-00aa003049e2
Inheritance Type        : Descendents
Identity Reference      : Everyone
Access Control Type     : 



"
_____Domain Controllers,"OU=Domain Controllers,DC=test,DC=com",2,1,Default Domain Controllers Policy,,6ac1786c-016f-11d2-945f-00c04fb984f9,"cn={6ac1786c-016f-11d2-945f-00c04fb984f9},cn=policies,cn=system,DC=test,DC=com",FALSE,FALSE,1,FALSE,test.com/Domain Controllers,5/23/2018 8:47:15 AM,5/23/2018 8:47:15 AM,AllSettingsEnabled,TEST\Domain Admins,Modified,DSVersion: 1;SysVolVersion: 1,Modified,DSVersion: 0;SysVolVersion: 0,,"

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : Descendents
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : CREATOR OWNER
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : InheritOnly

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : GenericRead
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : GenericRead
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\Authenticated Users
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : All
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\SYSTEM
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, Self, WriteProperty, GenericRead, WriteDacl, WriteOwner
InheritanceType         : None
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Domain Admins
IsInherited             : False
InheritanceFlags        : None
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : Descendents
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Domain Admins
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : InheritOnly

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, Self, WriteProperty, GenericRead, WriteDacl, WriteOwner
InheritanceType         : None
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Domain Admins
IsInherited             : False
InheritanceFlags        : None
PropagationFlags        : None

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner
InheritanceType         : Descendents
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Enterprise Admins
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : InheritOnly

objectTypeName          : All
inheritedObjectTypeName : 
ActiveDirectoryRights   : CreateChild, Self, WriteProperty, GenericRead, WriteDacl, WriteOwner
InheritanceType         : None
ObjectType              : 00000000-0000-0000-0000-000000000000
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : None
AccessControlType       : Allow
IdentityReference       : TEST\Enterprise Admins
IsInherited             : False
InheritanceFlags        : None
PropagationFlags        : None

objectTypeName          : Apply-Group-Policy
inheritedObjectTypeName : 
ActiveDirectoryRights   : ExtendedRight
InheritanceType         : All
ObjectType              : edacfd8f-ffb3-11d1-b41d-00a0c968f939
InheritedObjectType     : 00000000-0000-0000-0000-000000000000
ObjectFlags             : ObjectAceTypePresent
AccessControlType       : Allow
IdentityReference       : NT AUTHORITY\Authenticated Users
IsInherited             : False
InheritanceFlags        : ContainerInherit
PropagationFlags        : None



","

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty, WriteDacl
Inheritance Flags       : ContainerInherit
Object Flags            : InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : 00000000-0000-0000-0000-000000000000
Inherited ObjectType    : f30e3bc2-9ff0-11d1-b603-0000f80367c1
Inheritance Type        : All
Identity Reference      : Everyone
Access Control Type     : 

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty
Inheritance Flags       : ContainerInherit
Object Flags            : ObjectAceTypePresent, InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : f30e3bbe-9ff0-11d1-b603-0000f80367c1
Inherited ObjectType    : bf967aa5-0de6-11d0-a285-00aa003049e2
Inheritance Type        : Descendents
Identity Reference      : Everyone
Access Control Type     : 

objectTypeName          : 
inheritedObjectTypeName : 
Is Inherited            : True
Audit Flags             : 
ActiveDirectory Rights  : WriteProperty
Inheritance Flags       : ContainerInherit
Object Flags            : ObjectAceTypePresent, InheritedObjectAceTypePresent
Propogation Flags       : 
Object Type             : f30e3bbf-9ff0-11d1-b603-0000f80367c1
Inherited ObjectType    : bf967aa5-0de6-11d0-a285-00aa003049e2
Inheritance Type        : Descendents
Identity Reference      : Everyone
Access Control Type     : 



"
